age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,prediction
17,5.2,4.0,2.4,98.9,6.2,1,9,80.6,85.69
19,4.9,1.5,3.4,71.4,6.9,6,7,88.2,86.85
20,2.3,3.2,2.4,83.0,4.2,6,1,48.5,45.02
17,4.1,2.7,0.6,74.6,3.6,0,3,67.3,61.06
23,2.0,2.8,3.3,90.7,6.9,1,5,50.7,49.22
20,1.4,4.0,3.6,81.7,7.1,3,4,35.4,38.85
22,2.6,3.4,5.3,79.8,9.0,0,2,49.1,44.14
23,4.8,2.8,0.6,93.5,6.7,4,1,85.4,78.0
24,4.9,0.5,2.1,85.3,7.5,0,4,83.9,83.26
20,4.3,1.3,0.0,90.2,6.3,0,7,90.4,83.87
19,4.6,2.4,2.4,75.2,6.9,4,4,87.8,76.71
18,4.3,2.6,1.2,71.0,8.5,5,9,87.5,89.21
23,2.5,1.1,3.9,86.1,4.0,6,8,58.2,62.98
24,4.1,5.4,0.9,81.8,7.0,3,8,73.2,75.11
21,4.7,4.3,0.0,91.3,9.1,5,5,83.5,87.59
21,4.6,3.2,1.3,84.2,6.8,5,1,77.6,73.76
19,5.3,2.6,0.0,87.1,8.5,5,9,98.4,104.38
20,4.6,2.2,2.6,68.8,5.7,6,2,78.5,72.38
17,4.0,1.4,0.0,100.0,6.5,2,6,81.1,83.43
20,5.1,2.6,1.8,83.4,6.5,6,10,100.0,96.94
19,3.5,2.8,0.0,92.0,3.8,5,5,58.7,70.0
21,2.2,1.0,1.4,76.6,5.1,2,10,62.6,66.02
20,3.3,2.9,3.6,88.1,5.2,4,8,60.3,66.22
21,2.4,2.3,2.2,72.0,7.5,6,3,63.9,57.53
23,2.5,0.2,0.9,89.5,7.5,3,6,80.0,71.76
24,3.3,1.5,1.8,81.4,6.9,5,6,62.6,74.72
17,2.3,2.0,1.8,85.3,7.5,1,10,71.4,67.43
23,3.0,4.8,2.3,92.0,6.3,4,3,60.6,55.14
21,0.7,3.2,0.3,72.7,7.9,2,7,47.2,47.14
21,3.8,0.9,2.5,78.2,6.5,6,4,78.1,75.24
18,3.5,3.1,0.0,89.6,6.6,3,5,75.5,71.51
18,2.3,0.6,1.1,100.0,6.2,0,9,73.5,69.02
23,4.5,3.8,1.3,83.6,7.3,3,6,74.6,79.33
22,4.9,1.9,2.5,90.9,6.0,3,10,98.7,91.56
23,1.1,2.4,1.8,83.9,7.7,5,4,49.2,48.47
18,2.4,4.1,0.3,100.0,5.1,5,8,67.4,65.18
21,2.3,1.0,0.7,67.5,5.2,6,9,72.5,69.91
19,2.1,0.8,2.0,85.9,7.3,6,10,68.4,74.12
23,4.7,1.8,1.7,68.7,6.4,2,5,70.0,78.34
21,3.2,3.7,1.2,59.9,6.0,6,2,56.1,57.19
19,3.1,0.7,1.3,88.0,7.6,2,6,81.5,74.24
19,0.5,0.0,2.6,86.4,5.8,5,8,45.0,52.75
18,4.5,2.0,1.2,82.2,6.3,5,5,84.4,82.56
23,1.6,3.2,1.7,83.9,8.2,1,1,36.8,41.23
20,3.6,3.9,4.2,100.0,8.3,1,8,65.6,69.35
17,3.9,1.9,0.2,82.4,8.4,4,9,93.5,89.92
18,5.5,2.0,0.0,90.1,6.2,5,1,93.7,87.73
18,1.5,3.9,2.7,78.5,8.0,0,8,42.3,47.03
20,0.0,0.3,1.1,88.0,5.4,1,10,53.3,48.31
17,3.8,2.0,1.4,82.6,5.4,2,2,65.9,63.36
21,6.2,2.7,0.9,80.9,3.7,3,4,87.9,87.49
22,5.4,3.0,1.5,100.0,8.5,6,2,94.5,90.53
23,3.8,1.9,3.6,96.8,5.5,6,2,77.8,66.71
22,2.8,2.5,2.7,86.4,6.3,4,10,74.6,71.15
21,4.7,0.0,2.7,62.0,5.4,1,3,67.5,72.61
24,2.0,1.7,0.2,81.4,7.3,3,8,66.5,67.67
18,4.2,3.0,0.5,100.0,6.0,3,4,78.4,75.95
17,4.3,1.3,0.0,82.7,4.9,1,7,84.9,81.02
18,5.1,2.6,0.9,96.0,7.0,0,10,96.6,93.87
19,7.6,3.0,2.9,99.4,4.8,0,3,100.0,94.7
18,4.1,2.1,2.4,87.2,5.5,4,10,83.1,83.05
18,2.7,2.7,1.6,76.6,4.0,0,3,36.9,46.34
21,3.5,1.3,1.8,60.6,4.8,4,2,60.0,60.62
21,0.8,2.3,1.0,91.8,6.7,2,6,44.3,47.34
21,2.5,3.2,2.0,76.9,4.1,1,6,41.6,49.94
22,2.9,2.7,2.6,86.8,4.7,3,1,45.5,49.81
19,2.7,1.8,0.0,72.5,6.5,4,7,68.2,70.47
24,3.7,2.8,2.1,82.3,5.8,6,4,75.5,68.97
24,2.3,3.4,2.8,85.3,8.9,0,3,40.9,49.12
21,5.2,0.0,1.3,87.7,8.7,6,8,100.0,107.28
17,3.5,3.9,2.6,73.9,5.5,4,2,65.6,54.29
22,3.5,2.1,4.9,97.0,7.2,5,9,75.9,75.83
20,3.0,3.0,1.7,79.0,7.4,4,8,69.8,70.89
17,3.7,3.9,2.2,68.3,5.8,0,8,66.6,63.87
23,4.7,0.9,1.0,83.9,4.7,5,3,84.5,81.62
23,2.2,1.6,2.0,85.3,6.5,5,4,65.6,58.83
17,2.5,2.2,2.3,86.6,6.3,0,2,46.8,48.34
21,3.0,1.6,2.0,98.6,6.0,5,2,67.7,63.11
20,1.5,4.6,0.7,82.6,7.0,1,4,45.4,42.16
20,2.3,1.5,2.0,83.8,5.6,3,6,57.0,59.33
22,2.8,1.8,3.4,74.0,5.1,6,5,58.4,59.73
20,4.8,2.7,2.3,93.2,6.6,1,1,70.8,69.5
23,3.9,1.1,2.9,86.8,7.0,1,10,75.7,82.16
19,3.8,2.0,1.5,80.8,5.1,0,1,55.7,58.53
21,4.8,2.9,2.6,66.0,7.6,0,6,82.1,75.63
20,3.3,2.1,2.1,99.4,4.4,6,3,71.4,64.63
22,4.1,2.4,0.8,72.7,5.8,3,3,66.7,69.75
23,3.3,1.9,2.2,79.1,6.2,4,7,70.9,71.22
19,3.9,0.7,0.7,88.6,5.7,1,1,73.0,68.83
18,2.6,2.9,1.1,73.0,5.8,5,1,53.9,52.06
18,0.0,4.6,2.0,70.1,8.7,3,10,43.4,41.28
19,3.3,2.5,2.1,63.8,5.5,1,3,55.4,54.25
23,5.6,2.8,0.5,92.2,9.4,4,8,100.0,105.15
22,4.9,3.3,3.0,79.5,7.0,5,1,71.8,72.07
19,4.9,1.0,2.4,100.0,6.6,1,10,89.2,93.9
21,5.4,4.5,1.0,75.1,7.1,2,4,83.9,79.44
21,3.6,2.7,0.1,75.8,9.5,6,9,89.1,89.54
18,3.8,4.5,1.6,79.3,5.3,3,4,53.5,61.07
20,2.6,1.6,1.3,87.4,5.2,6,10,72.9,75.2
22,3.0,4.7,1.9,80.3,5.6,0,8,61.0,57.11
18,4.4,3.4,1.4,91.1,6.5,1,7,69.1,77.14
20,5.3,3.2,0.0,75.2,4.4,5,3,77.2,80.59
20,3.3,2.8,1.4,71.2,6.5,5,7,71.9,71.95
24,2.8,2.2,1.5,67.0,8.5,3,7,74.7,68.21
21,3.5,3.9,2.5,62.8,6.7,3,10,74.5,70.0
23,4.4,2.7,1.0,79.8,6.1,6,3,85.4,77.05
17,1.3,0.1,3.6,82.0,5.8,5,2,44.3,44.83
23,0.1,1.2,0.0,78.7,7.6,5,9,53.4,55.8
17,2.7,2.3,3.2,97.4,5.5,5,1,57.4,53.28
19,1.7,2.9,1.6,97.3,8.7,1,7,53.6,58.08
21,2.7,2.4,2.7,81.7,8.8,5,4,58.8,63.55
20,3.3,4.0,1.9,67.1,6.8,0,2,43.5,50.11
22,2.8,0.2,3.1,79.3,6.5,5,2,65.6,60.77
17,5.7,2.7,1.4,79.0,7.7,0,8,89.8,92.68
23,4.0,0.3,0.6,78.4,7.8,1,7,89.5,84.63
20,4.0,3.4,3.4,78.0,5.5,3,7,68.8,68.62
17,4.4,2.4,1.7,78.5,5.9,0,5,76.8,71.37
17,1.8,3.0,2.0,81.1,4.9,1,10,47.5,53.38
24,5.1,1.5,3.2,78.6,7.0,5,8,89.3,92.2
17,3.4,4.0,0.7,87.1,7.3,1,2,62.0,59.91
22,4.5,3.8,2.5,88.6,4.9,5,2,66.1,66.64
21,1.9,3.2,1.2,75.9,6.0,6,5,41.7,54.04
22,1.2,2.3,1.7,97.7,4.9,1,1,28.0,35.77
18,4.7,3.2,1.9,75.2,5.4,3,6,71.0,75.61
20,4.1,1.7,0.1,68.8,7.2,0,4,67.5,73.63
21,2.1,3.5,0.9,88.8,5.6,6,6,63.4,59.1
24,2.2,4.5,3.3,76.8,6.1,3,7,50.2,49.58
21,5.2,3.8,2.8,88.2,4.5,2,3,72.0,69.96
21,1.7,1.6,1.7,61.0,6.7,5,8,67.9,59.22
23,6.0,2.9,2.1,98.9,6.4,0,7,100.0,93.16
21,2.1,0.9,1.5,91.7,5.6,3,1,55.0,51.37
24,4.5,3.2,3.3,70.0,6.3,0,6,59.9,68.11
22,3.0,3.0,1.6,70.2,6.7,2,7,63.2,63.75
21,4.4,0.3,2.1,100.0,5.5,4,4,84.5,81.86
19,2.7,1.1,3.1,77.6,4.7,5,2,50.8,53.73
20,3.3,2.2,0.9,76.7,8.7,5,10,94.0,84.85
21,3.6,2.1,3.5,62.3,5.7,1,9,65.6,67.66
20,2.0,1.0,0.1,81.5,6.4,5,7,61.7,68.01
19,4.6,3.0,3.6,82.7,7.7,5,1,66.0,69.71
19,2.7,2.8,1.4,92.2,10.0,3,8,86.9,75.48
20,3.2,2.3,1.5,71.0,5.0,6,3,59.6,61.48
17,2.0,1.6,0.0,69.8,7.0,5,4,49.1,59.78
18,0.0,3.8,1.3,89.5,5.7,5,5,31.1,34.41
23,3.2,4.5,0.7,95.1,5.9,2,1,45.7,54.06
17,7.1,1.9,1.1,69.3,5.6,6,6,100.0,107.75
17,4.7,1.8,1.6,95.8,5.1,2,10,81.1,88.99
22,3.5,3.1,2.9,85.4,6.5,0,6,55.1,62.6
23,3.1,2.1,2.0,95.9,4.7,0,2,53.3,53.89
23,3.5,2.3,2.1,84.3,7.6,5,10,89.1,82.64
17,4.3,3.4,0.6,59.8,6.6,5,6,77.3,77.29
21,1.7,0.2,0.8,83.5,7.0,1,8,56.4,64.01
22,5.2,4.1,3.8,95.6,5.9,0,6,76.1,74.05
22,4.6,2.6,1.0,76.1,6.1,3,4,74.6,76.31
19,4.6,2.0,3.6,81.1,6.8,5,4,83.0,77.25
24,4.2,2.4,1.5,83.2,5.1,3,9,85.9,80.99
23,3.5,2.5,1.8,56.0,6.1,5,6,64.5,67.92
17,4.5,0.4,3.0,100.0,5.5,3,8,91.9,86.69
19,4.4,4.3,3.2,76.0,5.4,4,8,74.6,72.19
20,3.0,2.5,1.7,90.1,4.0,3,7,70.9,63.76
18,2.6,3.0,1.4,84.1,8.1,6,3,66.7,62.5
24,3.7,3.6,1.7,97.6,5.7,0,10,77.4,73.37
24,5.8,1.3,2.2,89.1,7.9,5,1,99.0,91.05
24,1.6,3.1,2.8,82.7,7.8,0,5,43.5,44.73
22,1.3,2.2,1.8,76.1,5.0,6,10,53.4,57.64
20,3.7,3.5,2.5,93.0,5.2,6,10,81.0,78.41
24,3.6,0.0,3.6,66.3,9.6,3,2,66.2,69.83
20,3.8,2.4,2.2,91.5,8.6,2,10,88.0,84.52
21,3.9,1.8,2.1,74.0,6.5,2,2,64.4,65.15
24,3.2,3.0,0.1,97.5,6.8,6,7,82.4,78.65
18,5.7,3.1,0.0,86.6,5.7,2,3,80.9,85.47
20,1.1,1.7,2.2,91.4,7.0,5,8,59.6,57.73
20,2.3,1.6,1.7,85.8,5.6,1,9,56.2,63.62
18,3.3,2.4,1.2,67.5,4.1,4,8,72.5,67.84
24,1.0,1.4,2.1,76.4,4.9,3,6,47.6,45.05
18,3.2,3.5,1.7,91.7,6.5,1,5,63.6,60.99
20,6.0,2.1,3.0,86.7,5.1,2,3,85.3,82.4
18,3.5,0.0,1.9,96.8,6.4,3,3,71.8,72.63
20,3.8,2.1,1.0,89.0,5.2,1,7,70.9,73.08
20,1.6,1.3,2.9,75.3,5.6,0,5,41.7,43.63
21,2.6,0.5,1.6,77.0,7.5,2,6,76.1,67.02
17,2.9,1.0,2.4,86.0,6.8,1,6,65.9,65.89
20,3.0,2.6,1.3,61.9,6.5,5,9,64.4,71.1
24,5.4,4.1,1.1,100.0,7.6,0,1,69.7,77.11
19,4.3,2.9,1.9,89.4,7.1,2,8,74.9,80.83
